Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;Fase;Atividade;Diâmetro;Codigo;"Operação - caso Sonda ser Dual Active
";Código 2;Fase;Atividade;Operação;;
;;Abandon_5_8_3;Retirar coluna até sapata do revestimento anterior;retirar;y = PFF - PIF;coluna de trabalho da sonda;0;0;0;FASE 3;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;3;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-03
;;Abandon_5_9_3;Retirar coluna (poço revestido);retirar;y = PIF - PDA;coluna de trabalho da sonda;0;0;0;FASE 3;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;3;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-03
;;Abandon_5_10_3;Retirar coluna (riser);retirar;y = PDA;coluna de trabalho da sonda;0;0;0;FASE 3;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;3;Abandono;Execução do tampão de cimento e operações associadas;Baixa;P-01
Abandon 5-fase-4;Abandon 5-fase-4;Abandon_5_1_4;Descer coluna com pata de mula;insere;y = PFF;coluna de trabalho da sonda;0;0;0;FASE 4;Montagem e descida de BHA até SCPS;Abandono;Abandono;Montagem e descida de BHA até SCPS;;4;Abandono;Execução do tampão de cimento e operações associadas;Baixa;P-01, P-03
;;Abandon_5_2_4;Efetuar Tampão de abandono;;;;3;0;1;FASE 4;Tampão de cimento;Abandono;Abandono;Tampão de cimento;;4;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-14, P-24
;;Abandon_5_3_4;Aguardar pega do cimento;;;;6;0;0;FASE 4;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;4;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-17
;;Abandon_5_4_4;Substituir fluido sintetico do riser, Kill  e booster line por AGMAR;;;;5;0;1;FASE 4;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;4;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-20
;;Abandon_5_5_4;Substituir fluido sintético do poço por AGMAR com retorno pela linha de choke com BOP fechado;;;;0;0;1;FASE 4;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;4;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-20
;;Abandon_5_6_4;Realizar Teste Negativo;;;;2;0;0;FASE 4;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;4;Abandono;Execução do tampão de cimento e operações associadas;Alta;P-20
;;Abandon_5_7_4;HOLD POINT: Teste de Influxo (Teste Negativo) de Barreiras de Segurança (CSD SEGUP);;;;0;0;0;FASE 4;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;4;Abandono;Execução do tampão de cimento e operações associadas;Alta;P-20
;;Abandon_5_8_4;Retirar coluna até sapata do revestimento anterior;retirar;y = PFF - PIF;coluna de trabalho da sonda;0;0;0;FASE 4;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;4;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-03
;;Abandon_5_9_4;Retirar coluna (poço revestido);retirar;y = PIF - PDA;coluna de trabalho da sonda;0;0;0;FASE 4;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;4;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-03
;;Abandon_5_10_4;Retirar coluna (riser);retirar;y = PDA;coluna de trabalho da sonda;0;0;0;FASE 4;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;4;Abandono;Execução do tampão de cimento e operações associadas;Baixa;P-01
Abandon 5-fase-5;Abandon 5-fase-5;Abandon_5_1_5;Descer coluna com pata de mula;insere;y = PFF;coluna de trabalho da sonda;0;0;0;FASE 5;Montagem e descida de BHA até SCPS;Abandono;Abandono;Montagem e descida de BHA até SCPS;;5;Abandono;Execução do tampão de cimento e operações associadas;Baixa;P-01, P-03
;;Abandon_5_2_5;Efetuar Tampão de abandono;;;;3;0;1;FASE 5;Tampão de cimento;Abandono;Abandono;Tampão de cimento;;5;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-14, P-24
;;Abandon_5_3_5;Aguardar pega do cimento;;;;6;0;0;FASE 5;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;5;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-17
;;Abandon_5_4_5;Substituir fluido sintetico do riser, Kill  e booster line por AGMAR;;;;5;0;1;FASE 5;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;5;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-20
;;Abandon_5_5_5;Substituir fluido sintético do poço por AGMAR com retorno pela linha de choke com BOP fechado;;;;0;0;1;FASE 5;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;5;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-20
;;Abandon_5_6_5;Realizar Teste Negativo;;;;2;0;0;FASE 5;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;5;Abandono;Execução do tampão de cimento e operações associadas;Alta;P-20
;;Abandon_5_7_5;HOLD POINT: Teste de Influxo (Teste Negativo) de Barreiras de Segurança (CSD SEGUP);;;;0;0;0;FASE 5;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;5;Abandono;Execução do tampão de cimento e operações associadas;Alta;P-20
;;Abandon_5_8_5;Retirar coluna até sapata do revestimento anterior;retirar;y = PFF - PIF;coluna de trabalho da sonda;0;0;0;FASE 5;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;5;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-03
;;Abandon_5_9_5;Retirar coluna (poço revestido);retirar;y = PIF - PDA;coluna de trabalho da sonda;0;0;0;FASE 5;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;5;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-03
;;Abandon_5_10_5;Retirar coluna (riser);retirar;y = PDA;coluna de trabalho da sonda;0;0;0;FASE 5;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;5;Abandono;Execução do tampão de cimento e operações associadas;Baixa;P-01
Abandon 5-fase-6;Abandon 5-fase-6;Abandon_5_1_6;Descer coluna com pata de mula;insere;y = PFF;coluna de trabalho da sonda;0;0;0;FASE 6;Montagem e descida de BHA até SCPS;Abandono;Abandono;Montagem e descida de BHA até SCPS;;6;Abandono;Execução do tampão de cimento e operações associadas;Baixa;P-01, P-03
;;Abandon_5_2_6;Efetuar Tampão de abandono;;;;3;0;1;FASE 6;Tampão de cimento;Abandono;Abandono;Tampão de cimento;;6;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-14, P-24
;;Abandon_5_3_6;Aguardar pega do cimento;;;;6;0;0;FASE 6;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;6;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-17
;;Abandon_5_4_6;Substituir fluido sintetico do riser, Kill  e booster line por AGMAR;;;;5;0;1;FASE 6;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;6;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-20
;;Abandon_5_5_6;Substituir fluido sintético do poço por AGMAR com retorno pela linha de choke com BOP fechado;;;;0;0;1;FASE 6;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;6;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-20
;;Abandon_5_6_6;Realizar Teste Negativo;;;;2;0;0;FASE 6;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;6;Abandono;Execução do tampão de cimento e operações associadas;Alta;P-20
;;Abandon_5_7_6;HOLD POINT: Teste de Influxo (Teste Negativo) de Barreiras de Segurança (CSD SEGUP);;;;0;0;0;FASE 6;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;6;Abandono;Execução do tampão de cimento e operações associadas;Alta;P-20
;;Abandon_5_8_6;Retirar coluna até sapata do revestimento anterior;retirar;y = PFF - PIF;coluna de trabalho da sonda;0;0;0;FASE 6;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;6;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-03
;;Abandon_5_9_6;Retirar coluna (poço revestido);retirar;y = PIF - PDA;coluna de trabalho da sonda;0;0;0;FASE 6;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;6;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-03
;;Abandon_5_10_6;Retirar coluna (riser);retirar;y = PDA;coluna de trabalho da sonda;0;0;0;FASE 6;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;6;Abandono;Execução do tampão de cimento e operações associadas;Baixa;P-01
Abandon 5-fase-7;Abandon 5-fase-7;Abandon_5_1_7;Descer coluna com pata de mula;insere;y = PFF;coluna de trabalho da sonda;0;0;0;FASE 7;Montagem e descida de BHA até SCPS;Abandono;Abandono;Montagem e descida de BHA até SCPS;;7;Abandono;Execução do tampão de cimento e operações associadas;Baixa;P-01, P-03
;;Abandon_5_2_7;Efetuar Tampão de abandono;;;;3;0;1;FASE 7;Tampão de cimento;Abandono;Abandono;Tampão de cimento;;7;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-14, P-24
;;Abandon_5_3_7;Aguardar pega do cimento;;;;6;0;0;FASE 7;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;7;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-17
;;Abandon_5_4_7;Substituir fluido sintetico do riser, Kill  e booster line por AGMAR;;;;5;0;1;FASE 7;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;7;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-20
;;Abandon_5_5_7;Substituir fluido sintético do poço por AGMAR com retorno pela linha de choke com BOP fechado;;;;0;0;1;FASE 7;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;7;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-20
;;Abandon_5_6_7;Realizar Teste Negativo;;;;2;0;0;FASE 7;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;7;Abandono;Execução do tampão de cimento e operações associadas;Alta;P-20
;;Abandon_5_7_7;HOLD POINT: Teste de Influxo (Teste Negativo) de Barreiras de Segurança (CSD SEGUP);;;;0;0;0;FASE 7;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;7;Abandono;Execução do tampão de cimento e operações associadas;Alta;P-20
;;Abandon_5_8_7;Retirar coluna até sapata do revestimento anterior;retirar;y = PFF - PIF;coluna de trabalho da sonda;0;0;0;FASE 7;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;7;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-03
;;Abandon_5_9_7;Retirar coluna (poço revestido);retirar;y = PIF - PDA;coluna de trabalho da sonda;0;0;0;FASE 7;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;7;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-03
;;Abandon_5_10_7;Retirar coluna (riser);retirar;y = PDA;coluna de trabalho da sonda;0;0;0;FASE 7;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;7;Abandono;Execução do tampão de cimento e operações associadas;Baixa;P-01
Abandon 5-fase-8;Abandon 5-fase-8;Abandon_5_1_8;Descer coluna com pata de mula;insere;y = PFF;coluna de trabalho da sonda;0;0;0;FASE 8;Montagem e descida de BHA até SCPS;Abandono;Abandono;Montagem e descida de BHA até SCPS;;8;Abandono;Execução do tampão de cimento e operações associadas;Baixa;P-01, P-03
;;Abandon_5_2_8;Efetuar Tampão de abandono;;;;3;0;1;FASE 8;Tampão de cimento;Abandono;Abandono;Tampão de cimento;;8;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-14, P-24
;;Abandon_5_3_8;Aguardar pega do cimento;;;;6;0;0;FASE 8;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;8;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-17
;;Abandon_5_4_8;Substituir fluido sintetico do riser, Kill  e booster line por AGMAR;;;;5;0;1;FASE 8;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;8;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-20
;;Abandon_5_5_8;Substituir fluido sintético do poço por AGMAR com retorno pela linha de choke com BOP fechado;;;;0;0;1;FASE 8;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;8;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-20
;;Abandon_5_6_8;Realizar Teste Negativo;;;;2;0;0;FASE 8;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;8;Abandono;Execução do tampão de cimento e operações associadas;Alta;P-20
;;Abandon_5_7_8;HOLD POINT: Teste de Influxo (Teste Negativo) de Barreiras de Segurança (CSD SEGUP);;;;0;0;0;FASE 8;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;8;Abandono;Execução do tampão de cimento e operações associadas;Alta;P-20
;;Abandon_5_8_8;Retirar coluna até sapata do revestimento anterior;retirar;y = PFF - PIF;coluna de trabalho da sonda;0;0;0;FASE 8;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;8;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-03
;;Abandon_5_9_8;Retirar coluna (poço revestido);retirar;y = PIF - PDA;coluna de trabalho da sonda;0;0;0;FASE 8;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;8;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-03
;;Abandon_5_10_8;Retirar coluna (riser);retirar;y = PDA;coluna de trabalho da sonda;0;0;0;FASE 8;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;8;Abandono;Execução do tampão de cimento e operações associadas;Baixa;P-01
Abandon 5-fase-9;Abandon 5-fase-9;Abandon_5_1_9;Descer coluna com pata de mula;insere;y = PFF;coluna de trabalho da sonda;0;0;0;FASE 9;Montagem e descida de BHA até SCPS;Abandono;Abandono;Montagem e descida de BHA até SCPS;;9;Abandono;Execução do tampão de cimento e operações associadas;Baixa;P-01, P-03
;;Abandon_5_2_9;Efetuar Tampão de abandono;;;;3;0;1;FASE 9;Tampão de cimento;Abandono;Abandono;Tampão de cimento;;9;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-14, P-24
;;Abandon_5_3_9;Aguardar pega do cimento;;;;6;0;0;FASE 9;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;9;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-17
;;Abandon_5_4_9;Substituir fluido sintetico do riser, Kill  e booster line por AGMAR;;;;5;0;1;FASE 9;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;9;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-20
;;Abandon_5_5_9;Substituir fluido sintético do poço por AGMAR com retorno pela linha de choke com BOP fechado;;;;0;0;1;FASE 9;Retirada de BHA de SCPS até superfície;Abandono;Abandono;Retirada de BHA de SCPS até superfície;;9;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-20
